's gravenhage, |h;
daisy-chain, |V;
daisy-cutter, N;
daisy-leaved grape fern, |h;
daisybush, |N;
daisycutter, N;
daisyleaf grape fern, |h;
daisylike, |A;
daisywheel printer, |h;
daje vu, h;
dajeuner, N;
dajeuners, p;
dak, N;
dakar, |N;
daker-hen, N;
dakhma, N;
dakoit, N;
dakoities, p;
dakoity, N;
dakota, |N;
dal, N;
dal segno, v;
dalai lama, |h;
dalan, N;
dalasi, N;
dalbergia, |N;
dalbergia cearensis, |h;
dalbergia latifolia, |h;
dalbergia nigra, |h;
dalbergia retusa, |h;
dalbergia sissoo, |h;
dalbergia stevensonii, |h;
dale, N;
dalea, |N;
dalea spinosa, |h;
dalesman, N;
dalesmen, p;
daleth, N;
dall sheep, |h;
dall's sheep, |h;
dallan, N;
dallas, |N;
dalles, p;
dalliance, N;
dallied, V;
dallier, N;
dallis grass, |h;
dallisgrass, |N;
dally, V;
dallying, V;
dallyingly, v;
dalmatia, |N;
dalmatia pyrethrum, |h;
dalmatian, |NA;
dalmatian iris, |h;
dalmatian laburnum, |h;
dalmatian pyrethrum, |h;
dalmatic, N;
dalo, |N;
dalton, N;
dalton's law, |h;
dalton's law of partial pressures, |h;
daltonic, A;
daltonism, N;
dam, NV!vA;
dam up, |V;
dama, |N;
dama dama, |h;
damage, NtiV;
damage control, |h;
damageability, N;
damageable, A;
damageableness, N;
damaged, VA;
damager, N;
damages, pN;
damaging, VA;
damagingly, v;
damaliscus, |N;
damaliscus lunatus, |h;
daman, N;
damar, N;
damaraland mole rat, |h;
damarche, N;
damarches, p;
damascene, tNAV;
damascened, |A;
damascus, |N;
damascus steel, |h;
damask, NtA;
damask rose, h;
damask steel, h;
damask violet, |h;
damaskeen, t;
damaskeening, N;
dame, N;
dame school, h;
dame's rocket, h;
dame's violet, h;
dame-school, N;
damenti, N;
damentis, p;
damfool, NA;
damgalnunna, |N;
damiana, N;
daminozide, |N;
damkina, |N;
dammar, N;
dammar pine, |h;
dammar resin, |h;
dammed, V;
damming, V;
dammit, !;
damn, !AvNV;
damnability, N;
damnable, A;
damnableness, N;
damnably, v;
damnation, N!;
damnatory, A;
damndest, A;
damned, AvN;
damnedest, N;
damner, N;
damnified, t;
damnify, V;
damnifying, t;
damning, A;
damningly, v;
damningness, N;
damnyankee, N;
damoda, A;
damoiselle, N;
damon and pythias, |h;
damosel, |N;
damourite, |N;
damozel, |N;
damp, ANtV;
damp box, h;
damp off, i;
dampcourse, N;
dampen, Vt;
dampener, N;
dampening, |N;
damper, N;
damper block, |h;
damper pedal, h;
damping off, h;
damping off fungus, |h;
dampish, A;
dampishly, v;
dampishness, N;
damply, v;
dampness, N;
dampproof, At;
damsel, N;
damselfish, N;
damselflies, p;
damselfly, N;
damson, N;
damson cheese, h;
damson plum, |h;
damson plum tree, |h;
damyankee, N;
dan, N;
dan buoy, h;
dana, |N;
danaea, |N;
danaid, |N;
danaid butterfly, |h;
danaidae, |N;
danaite, N;
danaus, |N;
danaus plexippus, |h;
danburite, N;
dance, itNV;
dance band, h;
dance floor, |h;
dance form, h;
dance hall, h;
dance lesson, |h;
dance music, |h;
dance of death, h;
dance orchestra, |h;
dance palace, |h;
dance school, |h;
dance step, |h;
danceability, N;
danceable, A;
danced, V;
dancer, N;
danceroom music, |h;
dancetta, A;
dancette, N;
dancing, VNA;
dancing lady orchid, |h;
dancing school, |h;
dancing step, h;
dancingly, v;
dandelion, N;
dandelion green, |h;
dander, Ni;
dandiacal, A;
dandiacally, v;
dandie dinmont, |h;
dandie dinmont terrier, |h;
dandier, p;
dandies, p;
dandiest, p;
dandification, N;
dandified, tA;
dandify, V;
dandifying, t;
dandily, v;
dandiprat, N;
dandle, tV;
dandled, t;
dandler, N;
dandling, t;
dandriffy, A;
dandruff, N;
dandruffy, A;
dandy, NA;
dandy brush, h;
dandy fever, h;
dandy roll, h;
dandy-brush, N;
dandyish, A;
dandyism, N;
dane, |N;
danewort, N;
dang, !vA;
dangaleat, |N;
danged, A;
danger, N;
danger angle, h;
danger line, |h;
danger money, h;
danger zone, |h;
dangerless, A;
dangerous, A;
dangerous undertaking, |h;
dangerously, v;
dangerousness, N;
dangla, |N;
dangle, VtN;
dangleberries, p;
dangleberry, N;
dangled, V;
dangler, N;
dangling, VNA;
dangling modifier, |h;
dangling participle, h;
danglingly, v;
daniel, |N;
daniel boone, |h;
daniel morgan, |h;
danio, N;
danios, p;
danish, |NA;
danish blue, |h;
danish capital, |h;
danish krone, |h;
danish monetary unit, |h;
danish pastry, |h;
dank, A;
danke schun, h;
dankly, v;
dankness, N;
danmark, |N;
danny, N;
dano-norwegian, |N;
dansant, N;
dansants, p;
danse du ventre, |h;
danse macabre, h;
danses du ventre, p;
danseur, N;
danseur noble, |h;
danseurs, p;
danseurs nobles, p;
danseuse, N;
danseuses, p;
dante, |N;
dante alighieri, |h;
dante gabriel rossetti, |h;
dantescan, |A;
danu, |N;
danube, |N;
danube river, |h;
danzig, |N;
daoism, |N;
dap, ViN;
dapartement, N;
dapartements, p;
daphne, N;
daphne cneorum, |h;
daphne family, |h;
daphne laureola, |h;
daphne mezereum, |h;
daphnia, N;
dapped, V;
dapper, A;
dapperly, v;
dapperness, N;
dapping, V;
dapple, VNA;
dapple-gray, AN;
dapple-grey, N;
dappled, AV;
dappled-gray, |N;
dappled-grey, |N;
dappling, V;
dapsang, |N;
dar es salaam, |h;
daraf, N;
darbies, p;
darby, N;
dard, N;
dardanelles, |N;
dardanelles campaign, |h;
dardic, |N;
dardic language, |h;
dare, tNV;
dared, V;
daredevil, NA;
daredevilry, |N;
daredeviltry, N;
daren't, N;
darer, N;
daresay, it;
darg, N;
dargah, N;
dari, |N;
dari persian, |h;
daric, N;
daring, AN;
daringly, v;
daringness, N;
dariole, N;
dark, ANV;
dark adaptation, h;
dark ages, |h;
dark beer, |h;
dark blue, |h;
dark bread, |h;
dark chocolate, h;
dark field illumination, |h;
dark glasses, h;
dark ground illumination, |h;
dark horse, h;
dark lantern, h;
dark meat, h;
dark mineral, h;
dark reaction, h;
dark red, |h;
dark segment, h;
dark star, h;
dark-blue, |A;
dark-brown, |A;
dark-eyed junco, |h;
dark-field, A;
dark-field illumination, h;
dark-field microscope, h;
dark-green, |A;
dark-haired, |A;
dark-skinned, |A;
dark-trace tube, h;
darken, V;
darkened, |A;
darkener, N;
darkening, |NA;
darkey, N;
darkeys, p;
darkie, N;
darkies, p;
darkish, A;
darkishness, N;
darkle, V;
darkled, i;
darkling, vA;
darkling beetle, h;
darkling groung beetle, |h;
darkly, v;
darkness, N;
darkroom, N;
darksome, A;
darksomeness, N;
darktown, N;
darky, N;
darling, NA;
darling pea, |h;
darling river, |h;
darlingly, v;
darlingness, N;
darlingtonia, |N;
darlingtonia californica, |h;
darmera, |N;
darmera peltata, |h;
darn, VN!Av;
darned, vA;
darnel, N;
darner, N;
darning, N;
darning egg, h;
darning needle, h;
darogha, N;
dart, NV;
dart board, |h;
dart player, |h;
dart thrower, |h;
dartboard, N;
darter, N;
darting, |A;
dartingly, v;
dartingness, N;
dartle, ti;
dartled, ti;
dartling, ti;
darts, N;
darvon, |N;
darwin, |N;
darwin tulip, |h;
darwinian, |A;
darwinism, |N;
darya, p;
das, |N;
dasein, N;
dash, ViN!Av;
dash down, |V;
dash off, |V;
dash-pot, |N;
dashboard, N;
dashed, Av;
dashedly, v;
dasheen, N;
dasher, N;
dasher block, h;
dashier, A;
dashiest, A;
dashiki, N;
dashing, A;
dashing hopes, |h;
dashingly, v;
dashpot, N;
dashy, A;
dassie, N;
dassn't, N;
dastard, NA;
dastardliness, N;
dastardly, A;
dastur, N;
dasyatidae, |N;
dasyatis, |N;
dasyatis centroura, |h;
dasymeter, N;
dasyphyllous, A;
dasypodidae, |N;
dasyprocta, |N;
dasyprocta aguti, |h;
dasyproctidae, |N;
dasypus, |N;
dasypus novemcinctus, |h;
dasyure, N;
dasyurid, |N;
dasyurid marsupial, |h;
dasyuridae, |N;
dasyurine, A;
dasyuroid, AN;
dasyurus, |N;
dasyurus quoll, |h;
dasyurus viverrinus, |h;
dat, N;
data, N;
data capture, h;
data communication, |h;
data conversion, |h;
data converter, |h;
data file, |h;
data format, |h;
data formatting, |h;
data hierarchy, |h;
data link, |h;
data multiplexer, |h;
data point, |h;
data processing, h;
data processor, |h;
data rate, |h;
data set, h;
data structure, |h;
data system, |h;
data track, |h;
data-based, |A;
database, |N;
database management system, |h;
datable, A;
datableness, N;
dataries, p;
datary, N;
datcha, N;
date, NtiV;
date back, |V;
date bar, |h;
date bread, |h;
date from, |V;
date line, h;
date mussel, h;
date of record, h;
date of reference, |h;
date palm, h;
date plum, h;
date rape, |h;
date slip, h;
date stamp, hV;
date-nut bread, |h;
date-stamp, t;
dateable, A;
dateableness, N;
dated, A;
dateless, A;
dateline, NV;
datelined, V;
datelining, V;
datemark, |V;
datente, N;
datentes, p;
datenu, N;
datenue, N;
datenues, p;
datenus, p;
dater, N;
dates, p;
dating, V;
dating nail, h;
datival, A;
dative, AN;
dative bond, h;
dative case, |h;
datively, v;
dato, N;
datolite, N;
datolitic, A;
datos, p;
datril, |N;
datto, N;
dattos, p;
datum, N;
datum plane, h;
datura, N;
datura arborea, |h;
datura sanguinea, |h;
datura stramonium, |h;
datura suaveolens, |h;
daturic, A;
dau, N;
daub, tNV;
daube, N;
daubed, |A;
daubentonia, |N;
daubentonia madagascariensis, |h;
daubentoniidae, |N;
dauber, N;
daubery, N;
daubing, |N;
daubingly, v;
dauby, A;
daucus, |N;
daucus carota, |h;
daucus carota sativa, |h;
daud, N;
dauerschlaf, N;
daughter, N;
daughter of Eve, h;
daughter-in-law, N;
daughterless, A;
daughterlike, A;
daughterliness, N;
daughterly, A;
daughters-in-law, p;
dauk, N;
daunt, tV;
daunted, |A;
daunting, |A;
dauntingly, v;
dauntingness, N;
dauntless, A;
dauntlessly, v;
dauntlessness, N;
dauphin, N;
dauphine, N;
dauphines, p;
dauphiness, N;
dauphins, p;
daut, t;
dautie, N;
davalia bullata, |h;
davalia bullata mariesii, |h;
davallia, |N;
davallia canariensis, |h;
davallia mariesii, |h;
davallia pyxidata, |h;
davalliaceae, |N;
davenport, N;
davenport table, h;
david, |N;
davidson's penstemon, |h;
daviesia, |N;
davis' birthday, |h;
davit, N;
davy jones, |h;
davy jones's locker, |h;
davy lamp, |h;
davy's gray, |h;
daw, N;
dawdle, iV;
dawdled, V;
dawdler, N;
dawdling, VNA;
dawdlingly, v;
dawk, N;
dawn, NiV;
dawn chorus, h;
dawn horse, |h;
dawn patrol, h;
dawn redwood, h;
dawning, |N;
dawnlike, A;
dawt, t;
dawtie, N;
day, N;
day after day, |v;
day bed, h;
day blindness, h;
day boarder, |h;
day book, |h;
day boy, h;
day by day, |v;
day camp, h;
day care, |h;
day care center, |h;
day coach, h;
day game, |h;
day in and day out, |v;
day in court, h;
day in day out, |v;
day jasmine, h;
day jessamine, |h;
day labor, h;
day laborer, h;
day labourer, |h;
day letter, h;
day lily, h;
day loan, h;
day man, h;
day name, h;
day nursery, h;
day of atonement, |h;
day of judgement, |h;
day of judgment, |h;
day of reckoning, h;
day of remembrance, |h;
day of rest, |h;
day of the month, |h;
day of the week, |h;
day off, |h;
day release, h;
day return, h;
day room, h;
day school, h;
day shape, h;
day shift, h;
day tank, h;
day trip, h;
day watch, |h;
day's work, h;
day-after-day, |A;
day-and-night, |A;
day-by-day, A;
day-care center, h;
day-clean, N;
day-neutral, A;
day-old, |A;
day-to-day, A;
dayan, N;
dayanim, p;
daybeacon, N;
daybed, |N;
daybill, N;
daybook, N;
dayboy, N;
daybreak, N;
daycare, |N;
daydream, NiV;
daydreamer, N;
daydreamy, A;
dayflies, p;
dayflower, N;
dayfly, N;
daygirl, |N;
daylight, N;
daylight robbery, h;
daylight saving, |h;
daylight savings, |h;
daylight-saving time, h;
daylight-savings time, |h;
daylights, p;
daylily, |N;
daylong, Av;
daymark, N;
daypro, |N;
days, vN;
days of grace, p;
dayside, N;
daysman, N;
daysmen, p;
dayspring, N;
daystar, N;
daytime, NA;
dayton ax, |h;
dayton axe, |h;
daywork, N;
dayworker, N;
daze, tNV;
dazed, VA;
dazedly, v;
dazing, V;
dazzle, VtN;
dazzled, VA;
dazzler, N;
dazzling, VA;
dazzlingly, v;
db, N;
dbl, N;
dbms, |N;
dbridement, N;
dc, |N;
dclass, A;
dcollet, A;
dcolletage, N;
dcor, N;
dd, N;
dds, |N;
de, NP;
de Beauvoir, h;
de Broglie, h;
de Broglie equation, h;
de Broglie wave, h;
de Gaulle, h;
de Gaullism, h;
de Gaullist, h;
de Ghelderode, h;
de Groot, h;
de Kalb, h;
de Kooning, h;
de Lesseps, h;
de Moivre, h;
de Moivre's theorem, h;
de Sica, h;
de Sitter, h;
de Valera, h;
de Valois, h;
de Vega, h;
de Villiers, h;
de Wint, h;
de bene esse, h;
de bonne grece, h;
de d in d, h;
de facto, vA;
de facto segregation, |h;
de fide, A;
de jure, Av;
de jure segregation, |h;
de los Angeles, h;
de luxe, Av;
de mal en pis, h;
de novo, v;
de plano, h;
de profundis, v;
de proprio motu, h;
de ragle, h;
de rerum natura, h;
de rigueur, A;
de sade, |h;
de trop, hA;
de-Stalinization, N;
de-Stalinize, it;
de-Stalinized, V;
de-Stalinizing, V;
de-access, |V;
de-emphases, p;
de-emphasis, N;
de-emphasize, t;
de-emphasized, t;
de-emphasizing, t;
de-energize, |V;
de-escalate, V;
de-escalation, |N;
de-excite, t;
de-excited, t;
de-exciting, t;
de-ice, V;
de-icer, N;
de-iodinase, |N;
de-iodinate, |V;
de-iodinating, |A;
de-iodination, |N;
de-ionate, |V;
deaccession, |V;
deacetylate, t;
deacetylated, t;
deacetylating, t;
deacetylation, N;
deacon, N;
deaconess, N;
deaconries, p;
deaconry, N;
deaconship, N;
deactivate, tV;
deactivated, V;
deactivating, V;
deactivation, N;
deactivator, N;
dead, ANv;
dead ahead, |v;
dead animal, |h;
dead axle, |h;
dead beat, h;
dead blackout, h;
dead body, |h;
dead center, h;
dead centre, h;
dead duck, h;
dead end, h;
dead firing, h;
dead flat, h;
dead hand, h;
dead hand of the past, |h;
dead heat, h;
dead letter, h;
dead lift, h;
dead load, h;
dead mail, h;
dead man's control, h;
dead man's fingers, h;
dead man's hand, h;
dead man's handle, h;
dead march, h;
dead matter, h;
dead men, h;
dead metal, h;
dead metaphor, |h;
dead muzzler, h;
dead nettle, |h;
dead on target, |A;
dead pan, h;
dead person, |h;
dead point, h;
dead reckoning, h;
dead ringer, |h;
dead room, |h;
dead sea, |h;
dead sea scrolls, |h;
dead set, vhA;
dead sheave, h;
dead slow, h;
dead soldier, h;
dead soul, |h;
dead spindle, h;
dead spot, h;
dead stock, h;
dead time, h;
dead water, h;
dead weight, h;
dead-and-alive, A;
dead-anneal, t;
dead-ball line, h;
dead-center, A;
dead-end, A;
dead-end street, |h;
dead-letter, A;
dead-man's float, h;
dead-man's-fingers, |N;
dead-melt, t;
dead-men's-fingers, |N;
dead-nettle, N;
dead-on, |A;
dead-smooth, A;
dead-stick landing, h;
deadbeat, N;
deadbeat dad, |h;
deadbolt, |N;
deaden, Vt;
deadend, |N;
deadened, |A;
deadener, N;
deadening, NA;
deadeye, N;
deadeyes, p;
deadfall, N;
deadhead, Ni;
deadlier, A;
deadliest, A;
deadlight, N;
deadline, N;
deadliness, N;
deadlock, NV;
deadlocked, |A;
deadly, Av;
deadly nightshade, h;
deadly sin, |h;
deadly sins, p;
deadman, N;
deadmen, p;
deadness, N;
deadpan, Av;
deadpanned, V;
deadpanning, V;
deadrise, N;
deadweight tonnage, h;
deadwood, N;
deadwork, N;
deae cellulose, |h;
deaerate, t;
deaerated, t;
deaerating, t;
deaeration, N;
deaerator, N;
deaf, ANV;
deaf as a post, |A;
deaf person, |h;
deaf to, |A;
deaf-aid, |N;
deaf-and-dumb, A;
deaf-and-dumb alphabet, h;
deaf-and-dumb person, |h;
deaf-mute, NA;
deaf-muteness, |N;
deaf-mutism, N;
deafen, tV;
deafened, |A;
deafening, NA;
deafeningly, v;
deafly, v;
deafmuteness, N;
deafness, N;
deal, VtNA;
deal out, |V;
dealate, A;
dealation, N;
dealer, N;
dealership, N;
dealfish, N;
dealfishes, p;
dealignment, |N;
dealing, N;
dealings, pN;
dealt, V;
dealt out, |A;
deambulatories, p;
deambulatory, N;
deamidase, N;
deaminase, N;
deaminate, t;
deaminated, t;
deaminating, t;
deamination, N;
deaminization, N;
deaminize, t;
deaminized, t;
deaminizing, t;
dean, N;
dean of guild, h;
dean's list, h;
deaneries, p;
deanery, N;
deanship, N;
deanthropomorphic, A;
deanthropomorphism, N;
dear, A!Nv;
dearest, |N;
dearie, |N;
dearies, p;
dearly, v;
dearly-won, |A;
dearness, N;
dearth, N;
deary, N;
death, N;
death adder, h;
death angel, |h;
death bell, h;
death benefit, h;
death camas, h;
death cap, h;
death cell, h;
death certificate, h;
death chair, h;
death chamber, h;
death cup, h;
death duty, h;
death grant, h;
death house, h;
death instinct, h;
death knell, h;
death mask, h;
death penalty, h;
death rate, h;
death rattle, h;
death ray, h;
death row, h;
death seat, h;
death sentence, h;
death tax, |h;
death valley, |h;
death warrant, h;
death wish, h;
death's head, |h;
death's-head, N;
death's-head moth, h;
death-roll, |N;
deathbed, N;
deathblow, N;
deathday, N;
deathful, A;
deathiness, N;
deathless, A;
deathlessly, v;
deathlessness, N;
deathlike, A;
deathliness, N;
deathly, Av;
deathrate, |N;
deathsman, N;
deathsmen, p;
deathtrap, N;
deathwatch, N;
deathwatch beetle, |h;
deathy, Av;
deave, t;
deaved, t;
deaving, t;
deb, N;
debacle, N;
debag, V;
debagged, t;
debagging, t;
debar, V;
debark, V;
debarkation, N;
debarment, N;
debarred, t;
debarring, tN;
debase, tV;
debased, tA;
debasedness, N;
debasement, N;
debaser, N;
debasing, tA;
debasingly, v;
debatable, A;
debate, NV;
debated, V;
debater, N;
debating, V;
debatingly, v;
debauch, VtN;
debauched, A;
debauchedly, v;
debauchedness, N;
debauchee, N;
debaucher, N;
debaucheries, p;
debauchery, N;
debauchment, N;
debe, N;
debeak, t;
debeaker, N;
debenture, N;
debenture bond, h;
debentured, A;
debilitant, N;
debilitate, tV;
debilitated, tA;
debilitating, tA;
debilitation, N;
debilitative, A;
debilities, p;
debility, N;
debit, NtV;
debit entry, |h;
debit side, |h;
debitor, N;
debonair, A;
debonaire, |A;
debonairly, v;
debonairness, N;
debone, |V;
deboned, |A;
debonnaire, |A;
debouch, iNV;
debouchment, N;
debridement, N;
debrief, V;
debriefing, |N;
debris, N;
debruise, t;
debruised, t;
debruising, t;
debt, N;
debt ceiling, |h;
debt instrument, |h;
debt limit, h;
debt of honor, h;
debt service, h;
debtless, A;
debtor, N;
debug, VN;
debugged, t;
debugger, |N;
debugging, t;
debunk, tV;
debunker, N;
debunking, |N;
deburr, t;
debus, V;
debused, ti;
debusing, ti;
debussed, ti;
debussing, ti;
debut, NV;
debutant, N;
debutante, N;
debye, N;
dec, N;
dec 24, |h;
dec 25, |h;
decadal, A;
decadally, v;
decade, N;
decadence, N;
decadent, AN;
decadently, v;
decadrachm, N;
decadron, |N;
decaf, |N;
decaffeinate, t;
decaffeinated, t;
decaffeinated coffee, |h;
decaffeinating, t;
decagon, N;
decagonal, A;
decagram, N;
decahedral, A;
decahedrodra, p;
decahedron, N;
decahedrons, p;
decahydrate, N;
decahydrated, A;
decal, NV;
decalcification, N;
decalcifier, N;
decalcify, V;
decalcomania, N;
decalescence, N;
decalescent, A;
decaliter, N;
decalitre, |N;
decalogue, |N;
decamerous, A;
decameter, N;
decametre, |N;
decamp, iV;
decampment, N;
decan, N;
decanal, A;
decanally, v;
decancellate, t;
decancellated, t;
decancellating, t;
decancellation, N;
decane, N;
decanedioic acid, h;
decani, Av;
decanically, v;
decanoic acid, h;
decanormal, A;
decant, V;
decantation, N;
decanter, N;
decapitate, tV;
decapitated, tA;
decapitating, t;
decapitation, N;
decapitator, N;
decapod, NA;
decapod crustacean, |h;
decapoda, |N;
decapodous, A;
decapterus, |N;
decapterus macarellus, |h;
decapterus punctatus, |h;
decarbonate, t;
